Date,City,PM2.5,PM10,SO2,NO2,CO,NO,O3,NH3,AQI,AQI_Bucket
3/19/2023 8:19,Jessore,334.61,351.87,10.01,17.31,2109.53,0.01,16.09,0.33,5,
3/19/2023 8:19,Jhenaidah,145.67,156.53,1.86,10.63,1401.9,0.04,15.2,9.25,5,
3/19/2023 8:19,Khulna,249.53,258.93,12.28,14.4,1842.5,0,24.32,0.04,5,
3/19/2023 8:19,Kushtia,98.22,102.81,3.79,11.48,907.9,0.05,36.12,5.07,5,
3/19/2023 8:19,Magura,68.18,75.57,1.18,12.34,934.6,1.43,1.32,8.11,4,
3/19/2023 8:19,Meherpur,211.79,229.36,2.27,12.68,1708.98,1.84,8.49,15.58,5,
3/19/2023 8:19,Narail,213.02,226.54,4.77,11.82,1628.88,0,19.85,3.96,5,
3/19/2023 8:19,Satkhira,80.75,97.48,9.18,21.08,1268.39,0.14,26.11,95.25,5,
3/19/2023 14:50,Dhaka,49.64,51.35,2.38,8.14,680.92,0.34,108.72,1.33,3,
3/19/2023 14:50,Faridpur,204.66,207.39,7.63,5.31,1348.5,0,77.96,0,5,
3/19/2023 14:50,Gazipur,53.1,54.71,4.23,6.6,694.28,0.05,98.71,1.82,4,
3/19/2023 14:50,Gopalganj,73.34,75.69,6.02,5.74,974.66,0,80.82,5.19,4,
3/19/2023 14:50,Jamalpur,65.92,67.56,9.78,5.06,794.41,0,90.12,1.46,4,
3/19/2023 14:50,Kishoreganj,40.87,42.65,9.42,4.58,614.17,0,113.01,3.71,3,
3/19/2023 14:50,Madaripur,101.39,102.68,2.56,2.25,961.3,0.01,97.28,0,5,
3/19/2023 14:50,Manikganj,56.75,58.09,1.33,1.76,680.92,0.09,100.14,1.22,4,
3/19/2023 14:50,Munshiganj,75.19,76.75,1.94,1.61,727.65,0.12,134.47,0,5,
3/19/2023 14:50,Mymensingh,49.96,51.35,5.48,3.56,627.52,0,98.71,3.07,3,
3/19/2023 14:50,Narayanganj,60.38,62.21,2.95,8.57,747.68,0.4,120.16,1.28,4,
3/19/2023 14:50,Narsingdi,66.34,68.33,9.66,9.08,774.38,0.01,124.45,2.28,4,
3/19/2023 14:50,Netrokona,32.84,35.87,0.78,4.03,660.9,0.01,46.49,8.49,3,
3/19/2023 14:50,Rajbari,181.5,184.17,5.78,4.54,1268.39,0.01,82.25,0,5,
3/19/2023 14:50,Shariatpur,84.78,86.14,2.12,1.63,761.03,0.12,135.9,0,5,
3/19/2023 14:50,Sherpur,24.06,24.94,0.77,4.41,580.79,0,82.25,3.83,2,
3/19/2023 14:50,Tangail,59.44,60.59,1.58,2.42,667.57,0.01,103,2.06,4,
3/19/2023 14:50,Bogra,34.09,35.43,0.71,1.97,654.22,0,94.41,4.12,3,
3/19/2023 14:50,Joypurhat,24.68,26.25,0.76,3.26,687.6,0,80.11,4.5,2,
3/19/2023 14:50,Naogaon,38.08,39.74,0.66,1.99,660.9,0.01,74.39,4.18,3,
3/19/2023 14:51,Natore,59.51,60.72,1.64,2.72,674.25,0.02,111.58,2.38,4,
3/19/2023 14:51,Nawabganj,6.33,7.13,0.86,0.84,534.06,0.04,113.01,3.36,3,
3/19/2023 14:51,Pabna,112.68,114.39,2.89,3.26,894.55,0.01,100.14,0.52,5,
3/19/2023 14:51,Rajshahi,92.22,93.51,3.82,2.96,794.41,0.02,117.3,1.36,5,
3/19/2023 14:51,Sirajgonj,78.09,79.63,1.77,2.16,741.01,0,101.57,1.98,5,
3/19/2023 14:51,Dinajpur,14.96,16.13,1.04,1.8,687.6,0.02,57.94,4.02,2,
3/19/2023 14:51,Gaibandha,32.41,37.13,1.22,3.77,834.47,0.01,34.69,12.67,3,
3/19/2023 14:51,Kurigram,20.68,22.51,1.43,1.78,687.6,0,72.24,4.75,2,
3/19/2023 14:51,Lalmonirhat,19.42,25.66,2.44,3.21,714.3,0.03,68.67,17.48,2,
3/19/2023 14:51,Nilphamari,12.34,14.24,1.09,1.89,640.87,0.02,65.09,6.78,2,
3/19/2023 14:51,Panchagarh,10.44,11.65,0.81,0.73,607.49,0.07,90.84,3.67,2,
3/19/2023 14:51,Rangpur,25.35,29.83,1.43,3.51,801.09,0.01,40.41,10.77,3,
3/19/2023 14:51,Thakurgaon,12.13,13.66,1.28,1.39,614.17,0,75.1,4.5,2,
3/19/2023 14:51,Barguna,7.45,7.93,0.45,0.34,494,0.02,52.93,1.95,1,
3/19/2023 14:51,Barisal,33.89,34.95,2,1.21,567.44,0.05,82.97,2.72,3,
3/19/2023 14:51,Bhola,9.81,10.15,0.08,0.23,487.33,0.01,63.66,1.54,2,
3/19/2023 14:51,Jhalokati,13.11,13.75,0.72,0.65,500.68,0.03,61.51,2.38,2,
3/19/2023 14:51,Patuakhali,10.89,11.42,0.49,0.57,487.33,0.02,60.8,2.98,2,
3/19/2023 14:51,Pirojpur,12.34,12.97,0.59,0.84,500.68,0.05,56.51,1.71,2,
3/19/2023 14:51,Bandarban,98.9,105.88,1.65,2.27,727.65,0.11,56.51,11.78,5,
3/19/2023 14:51,Brahmanbaria,50.89,52.97,5.6,4.84,647.54,0.17,118.73,2.95,4,
3/19/2023 14:51,Chandpur,43.75,45.14,1.28,1.04,614.17,0.09,107.29,1.12,3,
3/19/2023 14:51,Chittagong,25.29,27.12,19.07,10.97,594.14,0.66,101.57,3.55,3,
3/19/2023 14:51,Comilla,34.4,35.87,0.89,1.05,580.79,0.08,101.57,2.69,3,
3/19/2023 14:51,CoxBazar,31.75,32.6,1.3,1.14,547.41,0.08,94.41,2.25,3,
3/19/2023 14:51,Feni,19.29,20.59,0.66,1.19,507.36,0.02,70.1,3.93,2,
3/19/2023 14:51,Khagrachari,25.29,26.15,0.37,0.56,500.68,0,73.67,1.84,3,
3/19/2023 14:51,Lakshmipur,49.41,51.42,1.46,1.27,600.82,0.04,95.84,2,3,
3/19/2023 14:51,Noakhali,22.78,24.16,0.69,0.92,514.03,0.01,77.25,2.85,2,
3/19/2023 14:51,Rangamati,59.29,60.58,2.47,0.93,567.44,0.02,91.55,1,4,
3/19/2023 14:51,Habiganj,36.67,39.17,2.09,6.43,594.14,0,57.22,6.78,3,
3/19/2023 14:51,Maulvibazar,41.82,43.47,3.58,4.03,580.79,0.01,105.86,1.87,3,
3/19/2023 14:51,Sunamganj,22.66,23.06,0.57,1.06,527.38,0.01,79.39,2.12,2,
3/19/2023 14:51,Sylhet,43.71,45.68,2.44,4.8,647.54,0.09,53.64,4.88,3,
3/19/2023 14:51,Bagerhat,31.89,33.26,4.11,2.83,580.79,0.18,74.39,2.22,3,
3/19/2023 14:51,Chuadanga,84.82,86.4,4.11,4.24,854.49,0.03,75.1,1.01,5,
3/19/2023 14:51,Jessore,49.49,50.89,3.82,3.09,687.6,0.14,82.97,1.76,3,
3/19/2023 14:51,Jhenaidah,39.79,41.05,2.59,6.68,667.57,0.03,69.38,1.43,3,
3/19/2023 14:51,Khulna,60.05,61.93,5.01,3.68,674.25,0.12,66.52,1.82,4,
3/19/2023 14:51,Kushtia,131.86,133.54,4.77,8.23,1068.12,0.01,84.4,0,5,
3/19/2023 14:51,Magura,155.24,157.6,5.96,3.68,1161.58,0,101.57,0,5,
3/19/2023 14:51,Meherpur,87.02,88.31,5.54,3.21,881.2,0.02,86.55,1.79,5,
3/19/2023 14:51,Narail,91.31,93.59,6.62,5.36,847.82,0.25,65.8,0.55,5,
3/19/2023 14:51,Satkhira,13.26,15.04,1.31,0.76,540.73,0.07,54.36,1.41,2,
3/20/2023 0:18,Dhaka,43.94,48.74,1.64,23.65,881.2,0,36.12,3.2,3,
3/20/2023 0:18,Faridpur,18.67,22.58,1.65,8.4,647.54,0,20.21,5.07,2,
3/20/2023 0:18,Gazipur,67.79,71.01,2.24,12.51,947.95,0,43.99,3.14,4,
3/20/2023 0:18,Gopalganj,59.64,68.61,6.26,13.88,1121.52,0,33.98,7.92,4,
3/20/2023 0:18,Jamalpur,78.05,81.93,8.82,10.03,934.6,0,52.21,3.42,5,
3/20/2023 0:18,Kishoreganj,50.51,53.4,5.66,4.67,727.65,0,39.7,3.61,4,
3/20/2023 0:18,Madaripur,9.2,12.88,0.57,5.57,600.82,0,20.03,5.19,1,
3/20/2023 0:18,Manikganj,44.73,50.1,1.52,5.57,794.41,0,46.49,3.8,3,
3/20/2023 0:18,Munshiganj,38.15,44.1,6.38,14.05,867.84,0,34.69,4.37,3,
3/20/2023 0:18,Mymensingh,37.72,40.49,2.35,10.11,867.84,0,28.97,3.86,3,
3/20/2023 0:18,Narayanganj,41.01,45.34,6.91,34.62,1041.41,0,30.4,3.61,3,
3/20/2023 0:18,Narsingdi,66.92,69.39,28.13,12.68,847.82,0,55.08,2.66,4,
3/20/2023 0:18,Netrokona,35.1,36.89,1.25,4.07,707.63,0,18.42,4.43,3,
3/20/2023 0:18,Rajbari,28.28,30.45,2.68,5.1,654.22,0,55.79,3.39,3,
3/20/2023 0:18,Shariatpur,9.27,11.52,1.21,3.56,567.44,0,40.05,4.5,1,
3/20/2023 0:18,Sherpur,30.16,31,2.24,5.91,720.98,0,44.7,2.57,3,
3/20/2023 0:18,Tangail,85.29,87.98,2.3,7.37,988.01,0,43.99,3.86,5,
3/20/2023 0:18,Bogra,53.2,55.68,1.09,6.94,821.11,0,37.19,4.75,4,
3/20/2023 0:18,Joypurhat,41.13,43.35,1.19,7.28,787.74,0,40.05,4.24,3,
3/20/2023 0:18,Naogaon,74.14,76.19,4.35,4.41,854.49,0,57.22,4.05,4,
3/20/2023 0:18,Natore,77.17,79.2,3.67,6.94,934.6,0,48.64,3.58,5,
3/20/2023 0:18,Nawabganj,29.45,37.26,1.51,7.88,814.44,0,38.62,8.74,3,
3/20/2023 0:18,Pabna,41.29,44.94,2.27,7.2,774.38,0,35.41,5.64,3,
3/20/2023 0:18,Rajshahi,64.86,67.91,12.52,12.34,1028.06,0,43.63,4.18,4,
3/20/2023 0:18,Sirajgonj,103.2,106.22,2.74,8.23,1068.12,0,32.19,4.37,5,
3/20/2023 0:18,Dinajpur,25.26,27.24,0.92,5.91,841.14,0,25.03,4.37,3,
3/20/2023 0:18,Gaibandha,42.89,44.49,1.61,6.68,720.98,0,45.42,3.86,3,
3/20/2023 0:18,Kurigram,24.91,27.18,1.77,7.45,680.92,0,35.76,4.18,2,
3/20/2023 0:18,Lalmonirhat,29.12,34.54,1.09,5.48,841.14,0,20.03,7.73,3,
3/20/2023 0:18,Nilphamari,23.52,25.31,0.78,3.6,774.38,0,34.33,4.37,2,
3/20/2023 0:18,Panchagarh,21.77,24.74,1.71,7.54,794.41,0,42.92,3.64,2,
3/20/2023 0:18,Rangpur,31.53,34.06,1.3,5.66,801.09,0,28.61,5.64,3,
3/20/2023 0:18,Thakurgaon,19.34,21.2,1.36,5.48,754.36,0,40.41,3.64,2,
3/20/2023 0:18,Barguna,4.66,6.44,0.31,1.11,507.36,0,42.92,3.86,1,
3/20/2023 0:18,Barisal,9.94,12.66,1.51,4.07,567.44,0,33.62,5.32,1,
3/20/2023 0:18,Bhola,3.03,4.77,0.14,1.02,460.63,0,55.79,4.12,1,
3/20/2023 0:18,Jhalokati,7.26,11.35,0.86,4.2,594.14,0,25.75,7.6,1,
3/20/2023 0:18,Patuakhali,5.92,9.6,0.47,3.77,567.44,0,35.76,8.49,1,
3/20/2023 0:18,Pirojpur,5.74,8.2,0.68,2.96,547.41,0.01,24.32,3.71,1,
3/20/2023 0:18,Bandarban,80.12,86.9,0.37,4.58,600.82,0.01,8.67,3.2,5,
3/20/2023 0:18,Brahmanbaria,47,50.84,3.07,9.43,747.68,0,45.42,4.88,3,
3/20/2023 0:18,Chandpur,28.49,33.23,0.98,5.36,660.9,0,33.26,5.32,3,
3/20/2023 0:18,Chittagong,56.39,66.99,4.77,34.96,1922.61,30.4,0,10.77,4,
3/20/2023 0:18,Comilla,22.73,26.31,1.04,5.91,647.54,0,34.33,5,2,
3/20/2023 0:18,CoxBazar,13.11,15.2,0.51,6.94,554.09,0,25.03,6.33,2,
3/20/2023 0:18,Feni,12.16,14.78,0.77,3.86,574.11,0,40.05,5.83,2,
3/20/2023 0:18,Khagrachari,44.43,48.07,0.93,2.4,527.38,0,31.11,2.19,3,
3/20/2023 0:18,Lakshmipur,12.77,14.82,0.45,2.16,560.76,0,40.77,4.18,2,
3/20/2023 0:18,Noakhali,13.65,15.72,0.57,2.42,567.44,0,40.77,3.99,2,
3/20/2023 0:18,Rangamati,47.72,49.22,0.31,1.05,407.22,0,5.23,0.7,3,
3/20/2023 0:18,Habiganj,48.47,53.03,1.52,6.43,734.33,0,22.35,4.75,3,
3/20/2023 0:18,Maulvibazar,38.64,41.31,1.31,5.48,674.25,0,41.13,2.57,3,
3/20/2023 0:18,Sunamganj,33.87,34.33,1.48,2.42,620.84,0,37.55,1.63,3,
3/20/2023 0:18,Sylhet,53.32,54.68,1.18,7.11,801.09,0,26.11,2.28,4,
3/20/2023 0:18,Bagerhat,6.97,9.8,1.62,6.08,574.11,0.01,22.71,3.86,1,
3/20/2023 0:18,Chuadanga,32.57,35.07,10.01,7.88,801.09,0,43.99,4.05,3,
3/20/2023 0:18,Jessore,11.74,14.61,5.54,8.65,620.84,0,21.64,4.05,2,
3/20/2023 0:18,Jhenaidah,30.9,36.17,4.35,8.82,747.68,0,26.46,5.95,3,
3/20/2023 0:18,Khulna,7.33,9.69,1.19,4.28,587.46,0,22.71,4.12,1,
3/20/2023 0:18,Kushtia,35.92,38.24,7.75,8.74,734.33,0,58.65,3.67,3,
3/20/2023 0:18,Magura,22.15,25.72,3.31,8.91,667.57,0,27.9,5.19,2,
3/20/2023 0:18,Meherpur,50.77,53.8,15.14,14.22,1001.36,0,33.26,3.93,4,
3/20/2023 0:18,Narail,9.18,12.11,1.67,6.17,614.17,0.01,17.7,4.88,1,
3/20/2023 0:18,Satkhira,4.78,7.62,1.09,1.36,547.41,0,40.05,1.95,1,
3/20/2023 8:29,Dhaka,18.62,26.43,5.54,21.25,827.79,1.02,14.48,4.56,2,
3/20/2023 8:29,Faridpur,8.2,11.41,1.61,6.51,600.82,0.05,16.27,5.13,1,
3/20/2023 8:29,Gazipur,37.09,43.57,3.43,12.17,807.76,0.75,12.52,6.14,3,
3/20/2023 8:29,Gopalganj,27.35,32.54,4.05,8.4,907.9,0.01,37.91,7.66,3,
3/20/2023 8:29,Jamalpur,81.94,85.37,15.5,16.45,1081.47,0.11,17.17,2,5,
3/20/2023 8:29,Kishoreganj,30.07,31.88,1.37,5.36,687.6,0.01,21.64,3.52,3,
3/20/2023 8:29,Madaripur,12.64,20.54,1.67,9.25,660.9,0.1,29.33,24.07,2,
3/20/2023 8:29,Manikganj,7.35,10.65,1.31,3.6,580.79,0.09,27.18,3.86,1,
3/20/2023 8:29,Munshiganj,12.8,19.68,3.73,8.48,694.28,0.02,29.68,4.18,2,
3/20/2023 8:29,Mymensingh,26.18,27.54,3.55,9.6,734.33,0.03,28.61,2.6,3,
3/20/2023 8:29,Narayanganj,19.9,25.03,7.99,26.73,1001.36,0.55,13.77,4.81,2,
3/20/2023 8:29,Narsingdi,24.16,28.6,6.26,7.8,700.95,0.31,21.64,5.19,2,
3/20/2023 8:29,Netrokona,17.55,18.15,0.78,3.51,600.82,0.03,46.49,1.85,2,
3/20/2023 8:29,Rajbari,8.05,10.38,2.47,7.54,627.52,0.04,15.56,3.29,1,
3/20/2023 8:29,Shariatpur,8.7,11.31,0.97,4.03,580.79,0,36.84,4.88,1,
3/20/2023 8:29,Sherpur,10.51,11.11,1.68,6.34,687.6,0.01,25.39,2.34,2,
3/20/2023 8:29,Tangail,8.18,10.93,2.47,7.97,614.17,0.06,15.74,3.8,1,
3/20/2023 8:29,Bogra,50.7,55.31,1.52,8.91,974.66,0.02,17.17,7.85,4,
3/20/2023 8:29,Joypurhat,27.94,31.29,1.34,10.03,881.2,0.04,20.92,5.19,3,
3/20/2023 8:29,Naogaon,52.01,55.23,4.11,8.65,947.95,0.03,22.53,5.51,4,
3/20/2023 8:29,Natore,13.78,16.06,3.67,9.94,687.6,0.12,21.46,3.9,2,
3/20/2023 8:29,Nawabganj,19.62,22.07,1.34,3.94,747.68,0.01,47.21,5.38,2,
3/20/2023 8:30,Pabna,19.56,25.3,3.58,13.02,754.36,0.22,8.32,7.85,2,
3/20/2023 8:30,Rajshahi,16.36,19.95,6.68,16.62,821.11,0.24,10.19,4.31,2,
3/20/2023 8:30,Sirajgonj,12.87,15.23,3.37,8.65,654.22,0.03,20.39,4.18,2,
3/20/2023 8:30,Dinajpur,26.58,28.11,1.51,5.91,734.33,0.01,33.26,3.74,3,
3/20/2023 8:30,Gaibandha,13.81,15.29,2.27,7.37,807.76,0.01,23.6,3.74,2,
3/20/2023 8:30,Kurigram,12.04,13.05,2.03,2.96,654.22,0,43.27,1.96,2,
3/20/2023 8:30,Lalmonirhat,13.6,15.42,1.37,3.43,680.92,0.01,36.84,2.76,2,
3/20/2023 8:30,Nilphamari,18.09,19.78,1.25,4.67,734.33,0.01,26.46,3.23,2,
3/20/2023 8:30,Panchagarh,11.3,12.11,0.75,3.73,680.92,0,44.7,1.82,2,
3/20/2023 8:30,Rangpur,14.64,16.16,1.73,4.54,687.6,0,33.62,3.36,2,
3/20/2023 8:30,Thakurgaon,12.44,13.53,0.89,3.94,707.63,0,38.62,2.19,2,
3/20/2023 8:30,Barguna,5.22,8.61,0.95,3.13,460.63,0.01,31.47,6.71,1,
3/20/2023 8:30,Barisal,5.43,7.72,1.27,3.73,534.06,0.09,37.55,3.86,1,
3/20/2023 8:30,Bhola,2.75,3.63,0.2,0.62,410.56,0,60.08,2.06,2,
3/20/2023 8:30,Jhalokati,5.74,8.26,1.1,3.94,547.41,0.02,38.62,4.37,1,
3/20/2023 8:30,Patuakhali,3.88,5.76,0.4,2.29,447.27,0.01,45.42,4.18,1,
3/20/2023 8:30,Pirojpur,5.49,7.89,1.04,5.4,547.41,0.02,33.62,3.36,1,
3/20/2023 8:30,Bandarban,33.24,34.88,0.17,1.69,487.33,0.11,31.11,1.31,3,
3/20/2023 8:30,Brahmanbaria,8.68,11.26,1.12,7.28,594.14,0.12,28.61,3.14,1,
3/20/2023 8:30,Chandpur,17.04,24.98,1.01,5.91,707.63,0.08,12.88,8.11,2,
3/20/2023 8:30,Chittagong,50.73,54.65,4.23,20.91,814.44,0.34,22.89,6.52,4,
3/20/2023 8:30,Comilla,16.56,25.43,1.45,8.82,734.33,0.19,15.56,9.5,2,
3/20/2023 8:30,CoxBazar,36.96,38.4,0.42,3.73,547.41,0.23,40.41,3.26,3,
3/20/2023 8:30,Feni,19.2,23.63,2.68,9.43,614.17,0.45,21.46,4.37,2,
3/20/2023 8:30,Khagrachari,22.48,23.95,0.38,1.18,447.27,0.01,32.9,1.43,2,
3/20/2023 8:30,Lakshmipur,6.42,8.47,0.73,2.19,520.71,0.03,41.49,3.29,1,
3/20/2023 8:30,Noakhali,12,14.46,3.4,6.08,567.44,0.11,34.69,3.39,2,
3/20/2023 8:30,Rangamati,17.19,18.05,0.07,0.55,393.87,0,28.25,0.53,2,
3/20/2023 8:30,Habiganj,32.74,34.18,1.27,4.54,660.9,0,25.03,2.85,3,
3/20/2023 8:30,Maulvibazar,29.21,31.28,0.65,4.46,607.49,0.09,17.17,2.28,3,
3/20/2023 8:30,Sunamganj,11.85,12.2,0.54,2.7,587.46,0.04,47.21,1.39,2,
3/20/2023 8:30,Sylhet,15.26,16.18,0.47,3.73,620.84,0,43.63,1.79,2,
3/20/2023 8:30,Bagerhat,4.71,6.53,0.91,7.63,567.44,0.02,31.11,2.47,1,
3/20/2023 8:30,Chuadanga,14.26,17.13,4.77,11.48,720.98,0.05,8.85,4.18,2,
3/20/2023 8:30,Jessore,6.26,8.33,1.45,6.34,594.14,0.03,22.17,3.48,1,
3/20/2023 8:30,Jhenaidah,8.81,11.61,2.95,6.94,640.87,0.02,13.41,4.31,1,
3/20/2023 8:30,Khulna,5.99,7.92,1.71,5.57,574.11,0,30.04,2.66,1,
3/20/2023 8:30,Kushtia,16.26,19.35,5.13,12.34,720.98,0.28,6.62,4.31,2,
3/20/2023 8:30,Magura,7.26,9.67,2.18,7.63,607.49,0.02,18.77,4.05,1,
3/20/2023 8:30,Meherpur,24.24,27.47,6.26,14.74,827.79,0.09,8.58,4.31,2,
3/20/2023 8:30,Narail,6.12,8.88,1.28,6.6,567.44,0.03,26.46,3.9,1,
3/20/2023 8:30,Satkhira,13.74,17.96,6.38,8.14,607.49,0.14,22.35,3.83,2,
3/20/2023 14:10,Dhaka,22.69,27.49,11.33,42.5,1001.36,2.88,27.18,3.64,2,
3/20/2023 14:10,Faridpur,4.09,5.07,1.37,2.04,514.03,0.1,52.93,2.47,1,
3/20/2023 14:10,Gazipur,11.38,14.11,2.92,22.28,741.01,1.43,55.08,2.85,2,
3/20/2023 14:10,Gopalganj,12.91,14.98,7.57,7.71,841.14,0.01,39.34,3.74,2,
3/20/2023 14:10,Jamalpur,32.33,34.74,9.66,10.71,854.49,0.13,35.76,2.25,3,
3/20/2023 14:10,Kishoreganj,16.26,18.17,7.39,5.57,580.79,0.41,80.82,2.85,2,
3/20/2023 14:10,Madaripur,4.38,5.68,0.67,1.59,494,0.05,54.36,2.41,1,
3/20/2023 14:10,Manikganj,4.99,8.58,1.71,2.1,534.06,0.04,52.21,3.2,1,
3/20/2023 14:10,Munshiganj,8.96,12.46,5.42,5.23,594.14,0.28,55.08,3.33,1,
3/20/2023 14:10,Mymensingh,4.76,6.24,1.04,3.86,587.46,0.26,58.65,2.76,1,
3/20/2023 14:10,Narayanganj,23.03,27.83,16.69,27.42,947.95,2.99,47.21,4.56,2,
3/20/2023 14:10,Narsingdi,14.5,16.96,10.97,17.65,707.63,1.9,64.37,2.63,2,
3/20/2023 14:10,Netrokona,14.93,15.68,1.13,2.04,587.46,0.09,57.94,2.34,2,
3/20/2023 14:10,Rajbari,7.19,8.9,3.1,5.66,560.76,0.06,37.55,3.39,1,
3/20/2023 14:10,Shariatpur,6.07,9.02,0.82,2.27,534.06,0.03,50.07,4.75,1,
3/20/2023 14:10,Sherpur,11.91,12.76,1.89,5.4,694.28,0.08,57.94,2.53,2,
3/20/2023 14:10,Tangail,4.54,6.04,1.94,2.61,527.38,0.06,57.22,2.63,1,
3/20/2023 14:10,Bogra,10.38,11.63,3.52,9.51,700.95,0.19,25.75,2.98,2,
3/20/2023 14:10,Joypurhat,11.81,13.64,2.8,9.43,700.95,0.28,26.11,3.83,2,
3/20/2023 14:10,Naogaon,18.34,19.52,8.46,7.03,667.57,0.22,67.23,2.22,2,
3/20/2023 14:10,Natore,15.44,17.19,3.76,12.85,747.68,0.5,21.64,2.98,2,
3/20/2023 14:10,Nawabganj,5.78,6.58,0.81,1.09,747.68,0.04,83.69,2.88,2,
3/20/2023 14:10,Pabna,6.96,8.04,2.33,4.67,580.79,0.16,44.35,2.76,1,
3/20/2023 14:10,Rajshahi,14.22,16.32,5.42,9.77,754.36,0.71,31.83,4.02,2,
3/20/2023 14:10,Sirajgonj,6.57,7.8,2.56,5.44,594.14,0.14,35.76,2.88,1,
3/20/2023 14:10,Dinajpur,11.24,12.26,1.94,6.51,821.11,0.01,31.83,2.95,2,
3/20/2023 14:10,Gaibandha,12.5,13.82,2.06,7.97,714.3,0.09,42.92,3.64,2,
3/20/2023 14:10,Kurigram,7.2,8.09,1.62,3.86,600.82,0.01,54.36,2.38,1,
3/20/2023 14:10,Lalmonirhat,9.41,11.05,1.59,3.51,667.57,0.01,40.05,2.91,1,
3/20/2023 14:10,Nilphamari,8.06,9.15,1.73,3.86,707.63,0.02,37.55,3.23,1,
3/20/2023 14:10,Panchagarh,9.6,10.65,1.83,3.77,687.6,0.01,47.92,2.53,1,
3/20/2023 14:10,Rangpur,7.87,8.92,1.73,5.66,674.25,0.01,47.92,3.2,1,
3/20/2023 14:10,Thakurgaon,8.31,9.25,1.67,2.36,680.92,0.01,42.2,2.66,1,
3/20/2023 14:10,Barguna,5.16,6,0.68,0.62,460.63,0.02,50.78,1.82,1,
3/20/2023 14:10,Barisal,4,5.19,0.79,1.41,440.6,0.03,47.92,2.6,1,
3/20/2023 14:10,Bhola,2.78,3.31,0.11,0.22,427.25,0.01,60.8,1.08,2,
3/20/2023 14:10,Jhalokati,3.42,4.3,1.16,1.22,447.27,0.02,47.92,2.09,1,
3/20/2023 14:10,Patuakhali,4.21,5.23,0.26,0.7,453.95,0.03,47.92,2.63,1,
3/20/2023 14:10,Pirojpur,3.78,4.64,1.3,1.93,447.27,0.03,46.49,1.87,1,
3/20/2023 14:10,Bandarban,6.81,7.35,0.24,0.94,417.23,0.04,51.5,2.57,1,
3/20/2023 14:10,Brahmanbaria,15.75,19.49,7.09,13.71,620.84,1.06,72.24,4.05,2,
3/20/2023 14:10,Chandpur,16.44,18.74,2.06,2.36,594.14,0.08,55.08,3.36,2,
3/20/2023 14:10,Chittagong,11.01,13.08,10.01,7.11,527.38,0.91,105.86,3.07,3,
3/20/2023 14:10,Comilla,19.28,22.84,2.35,3.47,640.87,0.04,72.96,4.69,2,
3/20/2023 14:10,CoxBazar,6.17,6.55,0.34,1.34,413.9,0.08,72.96,1.88,2,
3/20/2023 14:10,Feni,29.16,31.99,2.77,2.25,580.79,0.06,77.96,4.75,3,
3/20/2023 14:10,Khagrachari,11.49,12.21,1.54,0.53,423.91,0.04,67.23,1.39,2,
3/20/2023 14:10,Lakshmipur,5.51,6.46,0.44,0.83,487.33,0.02,49.35,2.12,1,
3/20/2023 14:10,Noakhali,13.11,14.38,1.04,1.34,520.71,0.03,51.5,3.04,2,
3/20/2023 14:10,Rangamati,8.37,8.79,0.85,0.21,417.23,0.02,65.09,0.82,2,
3/20/2023 14:10,Habiganj,15.13,16.32,1.37,3.13,560.76,0.11,56.51,2.53,2,
3/20/2023 14:10,Maulvibazar,30.66,36.13,1.13,4.03,700.95,0.11,31.11,4.69,3,
3/20/2023 14:10,Sunamganj,7.47,7.59,0.66,0.77,487.33,0.07,66.52,0.67,2,
3/20/2023 14:10,Sylhet,9.18,9.7,0.48,2.06,500.68,0.05,40.05,1.35,1,
3/20/2023 14:10,Bagerhat,4.25,5.59,1.68,4.37,507.36,0.27,54.36,2.44,1,
3/20/2023 14:10,Chuadanga,15.65,17.51,9.18,17.14,634.19,0.3,15.74,2.76,2,
3/20/2023 14:10,Jessore,5.64,6.99,1.97,4.8,547.41,0.04,44.7,2.72,1,
3/20/2023 14:10,Jhenaidah,11.04,12.71,7.21,17.31,607.49,0.1,22.35,2.6,2,
3/20/2023 14:10,Khulna,4.43,5.8,1.73,3.6,534.06,0.19,53.64,2.41,1,
3/20/2023 14:10,Kushtia,11.99,13.5,4.17,11.48,607.49,0.46,29.33,2.88,2,
3/20/2023 14:10,Magura,4.93,5.85,2.5,3.68,520.71,0.15,49.35,2.15,1,
3/20/2023 14:10,Meherpur,21.58,24.16,9.66,14.22,700.95,0.03,14.31,3.36,2,
3/20/2023 14:10,Narail,3.69,4.79,1.21,2.68,514.03,0.07,51.5,2.22,1,
3/20/2023 14:10,Satkhira,6.95,10.25,1,2.25,527.38,0.09,23.6,4.88,1,
3/21/2023 1:17,Dhaka,28.03,44.15,3.4,25.36,961.3,0.46,4.6,18.49,3,
3/21/2023 1:17,Faridpur,8.98,13.01,1.74,7.28,574.11,0.01,18.42,8.87,1,
3/21/2023 1:17,Gazipur,27.57,39.01,2.89,19.71,881.2,0.09,6.35,12.29,3,
3/21/2023 1:17,Gopalganj,38.21,47.07,8.58,18.85,1148.22,0.01,14.66,9.63,3,
3/21/2023 1:17,Jamalpur,49.33,55.57,11.92,12.68,961.3,0,37.19,4.81,3,
3/21/2023 1:17,Kishoreganj,8.06,9.35,2.38,12,594.14,0,10.19,3.04,1,
